"","Species","cellID","x","y","Precipitation...seasonality..Bio15.","Temperature...annual.range..Bio07.","Potassium","Phosphorus","Nitrogen"
"114739","Eucalyptus oleosa",114739,713990,6287215,27.5,24.43,NA,NA,NA
"114746","Eucalyptus oleosa",114746,783990,6287215,41.7368421052632,26.3947368421053,NA,0.018474,0.023341
"114755","Eucalyptus oleosa",114755,873990,6287215,34.4,28.1,0.039088,0.018909,0.023534
"114756","Eucalyptus oleosa",114756,883990,6287215,28.5,28.48,0.039088,0.018909,0.023534
"114759","Eucalyptus oleosa",114759,913990,6287215,23,29.1,0.455875,0.011576,0.014317
"114765","Eucalyptus oleosa",114765,973990,6287215,22,29.6,0.455875,0.011576,0.014317
"114767","Eucalyptus oleosa",114767,993990,6287215,21.8,29.54,0.455875,0.011576,0.014317
"114769","Eucalyptus oleosa",114769,1013990,6287215,22,29.4,NA,NA,NA
"114770","Eucalyptus oleosa",114770,1023990,6287215,23,29.2666666666667,NA,NA,NA
"114772","Eucalyptus oleosa",114772,1043990,6287215,23,29.1,NA,NA,NA
"114773","Eucalyptus oleosa",114773,1053990,6287215,23,29,NA,NA,NA
"114774","Eucalyptus oleosa",114774,1063990,6287215,23,28.9,NA,NA,NA
"114775","Eucalyptus oleosa",114775,1073990,6287215,22.9,28.9,NA,NA,NA
"114776","Eucalyptus oleosa",114776,1083990,6287215,22.25,28.925,NA,NA,NA
"114777","Eucalyptus oleosa",114777,1093990,6287215,22,29,117.876412,0.0145127095,117.8422925
"114792","Eucalyptus oleosa",114792,1243990,6287215,17,30.7,0.062066,0.014456,0.028347
"115025","Eucalyptus oleosa",115025,-796010,6277215,20,26.125,NA,NA,NA
"115029","Eucalyptus oleosa",115029,-756010,6277215,24,26.05,0.035792,0.013075,0.02394
"115039","Eucalyptus oleosa",115039,-656010,6277215,22,24.5,NA,NA,NA
"115042","Eucalyptus oleosa",115042,-626010,6277215,23,24.3,NA,NA,NA
"115045","Eucalyptus oleosa",115045,-596010,6277215,22,24.7,NA,NA,NA
"115154","Eucalyptus oleosa",115154,493990,6277215,61,19.9,NA,NA,NA
"115159","Eucalyptus oleosa",115159,543990,6277215,55.3333333333333,24.9666666666667,NA,NA,NA
"115161","Eucalyptus oleosa",115161,563990,6277215,51,25.1461538461538,0.021112,0.015347,0.014087
"115163","Eucalyptus oleosa",115163,583990,6277215,49,24.85,0.0230815295,0.014361087625,0.013822253375
"115164","Eucalyptus oleosa",115164,593990,6277215,47.6923076923077,24.4923076923077,0.02626,0.01277,0.013395
"115165","Eucalyptus oleosa",115165,603990,6277215,47,24.3,0.02626,0.01277,0.013395
"115166","Eucalyptus oleosa",115166,613990,6277215,42,24.1,0.02626,0.01277,0.013395
"115167","Eucalyptus oleosa",115167,623990,6277215,41,23.5,NA,NA,NA
"115168","Eucalyptus oleosa",115168,633990,6277215,39.9166666666667,23.15,-3443.160401,0.012359876875,0.0124235826666667
"115170","Eucalyptus oleosa",115170,653990,6277215,38,23,217.58514,0.012795914,0.01345638
"115172","Eucalyptus oleosa",115172,673990,6277215,26,23.6,NA,0.011579,0.010574
"115173","Eucalyptus oleosa",115173,683990,6277215,26.0344827586207,23.7586206896552,NA,0.011579,0.010574
"115175","Eucalyptus oleosa",115175,703990,6277215,29,24.1,NA,0.011579,0.010574
"115181","Eucalyptus oleosa",115181,763990,6277215,42,25.8,NA,-25.224476,-25.219622
"115182","Eucalyptus oleosa",115182,773990,6277215,43.1578947368421,26.0973684210526,NA,-35.5315166842105,-35.5266681315789
"115183","Eucalyptus oleosa",115183,783990,6277215,44.6666666666667,26.5444444444444,-4756.398215,0.0185611854285714,0.0250826137142857
"115184","Eucalyptus oleosa",115184,793990,6277215,45,26.7,0.019999,0.018765,0.029154
"115192","Eucalyptus oleosa",115192,873990,6277215,33,27.9,0.039088,0.018909,0.023534
"115193","Eucalyptus oleosa",115193,883990,6277215,29.5,28.25,0.039088,0.018909,0.023534
"115201","Eucalyptus oleosa",115201,963990,6277215,23,29.5,0.455875,0.011576,0.014317
"115205","Eucalyptus oleosa",115205,1003990,6277215,22,29.5,0.455875,0.011576,0.014317
"115206","Eucalyptus oleosa",115206,1013990,6277215,23,29.3,NA,NA,NA
"115207","Eucalyptus oleosa",115207,1023990,6277215,23,29.175,0.455875,0.011576,0.014317
"115208","Eucalyptus oleosa",115208,1033990,6277215,23,29.1,NA,NA,NA
"115209","Eucalyptus oleosa",115209,1043990,6277215,23.75,28.975,NA,NA,NA
"115213","Eucalyptus oleosa",115213,1083990,6277215,22,28.7818181818182,0.062066,0.014456,0.028347
"115214","Eucalyptus oleosa",115214,1093990,6277215,22,28.9,0.062066,0.014456,0.028347
"115215","Eucalyptus oleosa",115215,1103990,6277215,21,28.9,0.062066,0.014456,0.028347
"115217","Eucalyptus oleosa",115217,1123990,6277215,20,29,0.062066,0.014456,0.028347
"115227","Eucalyptus oleosa",115227,1223990,6277215,17,30.7,NA,NA,NA
"115236","Eucalyptus oleosa",115236,1313990,6277215,18,30.8,NA,NA,NA
"115461","Eucalyptus oleosa",115461,-806010,6267215,20,25.75,NA,NA,NA
"115466","Eucalyptus oleosa",115466,-756010,6267215,24.75,25.8375,0.035792,0.013075,0.02394
"115467","Eucalyptus oleosa",115467,-746010,6267215,25,25.7,0.035792,0.013075,0.02394
"115472","Eucalyptus oleosa",115472,-696010,6267215,22,24.8,NA,NA,NA
"115478","Eucalyptus oleosa",115478,-636010,6267215,24,23.9,NA,NA,NA
"115591","Eucalyptus oleosa",115591,493990,6267215,61,20.8,83.64908,83.643265,83.642
"115595","Eucalyptus oleosa",115595,533990,6267215,58,24,0.021112,0.015347,0.014087
"115597","Eucalyptus oleosa",115597,553990,6267215,55,24.3,NA,NA,NA
"115604","Eucalyptus oleosa",115604,623990,6267215,39.3333333333333,23.1666666666667,0.02626,0.01277,0.013395
"115605","Eucalyptus oleosa",115605,633990,6267215,38.2592592592593,22.6925925925926,0.02626,0.01277,0.013395
"115606","Eucalyptus oleosa",115606,643990,6267215,35.6875,22.45,0.02626,0.01277,0.013395
"115609","Eucalyptus oleosa",115609,673990,6267215,26,23.5,NA,NA,NA
"115618","Eucalyptus oleosa",115618,763990,6267215,43.75,25.8,NA,0.018474,0.023341
"115619","Eucalyptus oleosa",115619,773990,6267215,44.7058823529412,26.0058823529412,NA,0.018474,0.023341
"115620","Eucalyptus oleosa",115620,783990,6267215,44.9523809523809,26.3238095238095,-9974.425,0.018474034047619,0.0233416803333333
"115623","Eucalyptus oleosa",115623,813990,6267215,45,27.5,0.020048156,0.018715674,0.029304922
"115629","Eucalyptus oleosa",115629,873990,6267215,32.3333333333333,27.9666666666667,0.039088,0.018909,0.023534
"115630","Eucalyptus oleosa",115630,883990,6267215,29.4285714285714,28.0285714285714,0.039088,0.018909,0.023534
"115631","Eucalyptus oleosa",115631,893990,6267215,26,28.2,0.039088,0.018909,0.023534
"115640","Eucalyptus oleosa",115640,983990,6267215,23,29.5,0.455875,0.011576,0.014317
"115641","Eucalyptus oleosa",115641,993990,6267215,23,29.5,0.455875,0.011576,0.014317
"115642","Eucalyptus oleosa",115642,1003990,6267215,23,29.3,0.455875,0.011576,0.014317
"115643","Eucalyptus oleosa",115643,1013990,6267215,23,29.1,0.455875,0.011576,0.014317
"115644","Eucalyptus oleosa",115644,1023990,6267215,24,29,0.455875,0.011576,0.014317
"115646","Eucalyptus oleosa",115646,1043990,6267215,24,28.85,NA,NA,NA
"115665","Eucalyptus oleosa",115665,1233990,6267215,17,30.5,0.062066,0.014456,0.028347
"115871","Eucalyptus oleosa",115871,-1076010,6257215,49,28.2,0.023781,0.013301,0.022622
"115896","Eucalyptus oleosa",115896,-826010,6257215,21,25.3,NA,NA,NA
"115897","Eucalyptus oleosa",115897,-816010,6257215,21,25.2,NA,NA,NA
"115899","Eucalyptus oleosa",115899,-796010,6257215,21,25.25,NA,NA,NA
"115900","Eucalyptus oleosa",115900,-786010,6257215,22,25.56,NA,NA,NA
"115901","Eucalyptus oleosa",115901,-776010,6257215,22,25.3,NA,NA,NA
"115904","Eucalyptus oleosa",115904,-746010,6257215,26,24.9,0.035792,0.013075,0.02394
"115911","Eucalyptus oleosa",115911,-676010,6257215,23,24.2,NA,NA,NA
"116034","Eucalyptus oleosa",116034,553990,6257215,56,24.1,0.021112,0.015347,0.014087
"116035","Eucalyptus oleosa",116035,563990,6257215,54.5,23.95,0.021112,0.015347,0.014087
"116037","Eucalyptus oleosa",116037,583990,6257215,51.5,23.6,NA,NA,NA
"116038","Eucalyptus oleosa",116038,593990,6257215,49,23.3,NA,NA,NA
"116042","Eucalyptus oleosa",116042,633990,6257215,36,22.4,0.02626,0.01277,0.013395
"116043","Eucalyptus oleosa",116043,643990,6257215,34.6315789473684,22.4526315789474,0.02626,0.01277,0.013395
"116044","Eucalyptus oleosa",116044,653990,6257215,32,22.6375,-9787.811,0.0521015714285716,0.0511020000000004
"116045","Eucalyptus oleosa",116045,663990,6257215,30.2666664,22.8733332,NA,-5017.86778,-5017.868324
"116054","Eucalyptus oleosa",116054,753990,6257215,42.8064516129032,25.2645161290323,NA,0.0184699047419355,0.0233280047096774
"116055","Eucalyptus oleosa",116055,763990,6257215,44.1525423728814,25.6,NA,0.018474,0.023341
"116056","Eucalyptus oleosa",116056,773990,6257215,45.59375,25.965625,NA,0.018474,0.023341
"116057","Eucalyptus oleosa",116057,783990,6257215,45.1846153846154,26.1938461538462,-8453.30672428571,0.0184789981269841,0.0234408443333333
"116060","Eucalyptus oleosa",116060,813990,6257215,43,27.4,0.019999,0.018765,0.029154
"116067","Eucalyptus oleosa",116067,883990,6257215,30.3333333333333,27.7333333333333,0.039088,0.018909,0.023534
"116074","Eucalyptus oleosa",116074,953990,6257215,23,29.1,0.455875,0.011576,0.014317
"116075","Eucalyptus oleosa",116075,963990,6257215,24.5,29.3,NA,NA,NA
"116076","Eucalyptus oleosa",116076,973990,6257215,26,29.5,NA,NA,NA
"116077","Eucalyptus oleosa",116077,983990,6257215,26,29.45,0.455875,0.011576,0.014317
"116079","Eucalyptus oleosa",116079,1003990,6257215,25,29.2,0.455875,0.011576,0.014317
"116080","Eucalyptus oleosa",116080,1013990,6257215,25,29,0.455875,0.011576,0.014317
"116081","Eucalyptus oleosa",116081,1023990,6257215,24.4444444444444,28.8666666666667,0.455875,0.011576,0.014317
"116328","Eucalyptus oleosa",116328,-876010,6247215,25,25.1,NA,NA,NA
"116338","Eucalyptus oleosa",116338,-776010,6247215,24,24.6666666666667,NA,NA,NA
"116341","Eucalyptus oleosa",116341,-746010,6247215,25.6666666666667,24.7666666666667,0.035792,0.013075,0.02394
"116345","Eucalyptus oleosa",116345,-706010,6247215,27,23.6,NA,NA,NA
"116350","Eucalyptus oleosa",116350,-656010,6247215,25,23.5,NA,NA,NA
"116352","Eucalyptus oleosa",116352,-636010,6247215,26,23.2,NA,NA,NA
"116353","Eucalyptus oleosa",116353,-626010,6247215,26,23.4,NA,NA,NA
"116354","Eucalyptus oleosa",116354,-616010,6247215,27.5,23,0.035792,0.013075,0.02394
"116357","Eucalyptus oleosa",116357,-586010,6247215,27.4,23.16,NA,NA,NA
"116358","Eucalyptus oleosa",116358,-576010,6247215,29,22.9,NA,NA,NA
"116472","Eucalyptus oleosa",116472,563990,6247215,56,23.2666666666667,0.012775193,0.015192996,0.013597364
"116473","Eucalyptus oleosa",116473,573990,6247215,54,23.4,0.030484,0.01655,0.020412
"116474","Eucalyptus oleosa",116474,583990,6247215,51,23.1,NA,NA,NA
"116475","Eucalyptus oleosa",116475,593990,6247215,50,23.1,NA,NA,NA
"116477","Eucalyptus oleosa",116477,613990,6247215,42,22.4333333333333,0.02626,0.01277,0.013395
"116478","Eucalyptus oleosa",116478,623990,6247215,41,22.5,0.02626,0.01277,0.013395
"116480","Eucalyptus oleosa",116480,643990,6247215,35.25,22.2,0.02626,0.01277,0.013395
"116481","Eucalyptus oleosa",116481,653990,6247215,33,22.4,-50.29809,-50.311516,-50.310894
"116490","Eucalyptus oleosa",116490,743990,6247215,42,24.9,NA,53.371593,53.378464
"116491","Eucalyptus oleosa",116491,753990,6247215,43.7222222222222,25.2944444444444,NA,0.018530119,0.0235191053333333
"116492","Eucalyptus oleosa",116492,763990,6247215,44.8857142857143,25.4742857142857,NA,0.0185164739428571,0.0234757986571429
"116493","Eucalyptus oleosa",116493,773990,6247215,45.4408602150538,25.6903225806452,NA,0.018474,0.023341
"116494","Eucalyptus oleosa",116494,783990,6247215,45.5652173913044,25.8869565217391,-9862.65033333333,0.0184758794210526,0.0233785482631579
"116495","Eucalyptus oleosa",116495,793990,6247215,42,26.5,0.019999,0.018765,0.029154
"116496","Eucalyptus oleosa",116496,803990,6247215,43,26.5333333333333,0.019999,0.018765,0.029154
"116497","Eucalyptus oleosa",116497,813990,6247215,41.2173913043478,27.0695652173913,0.019999,0.018765,0.029154
"116503","Eucalyptus oleosa",116503,873990,6247215,34.6666666666667,27.2666666666667,0.039088,0.018909,0.023534
"116504","Eucalyptus oleosa",116504,883990,6247215,29.625,27.5625,0.039088,0.018909,0.023534
"116510","Eucalyptus oleosa",116510,943990,6247215,23,28.8,0.455875,0.011576,0.014317
"116511","Eucalyptus oleosa",116511,953990,6247215,25,29,NA,NA,NA
"116512","Eucalyptus oleosa",116512,963990,6247215,25.8,29.14,NA,NA,NA
"116513","Eucalyptus oleosa",116513,973990,6247215,28,29.45,NA,NA,NA
"116514","Eucalyptus oleosa",116514,983990,6247215,26,29.4,NA,NA,NA
"116516","Eucalyptus oleosa",116516,1003990,6247215,26,29.1,0.455875,0.011576,0.014317
"116517","Eucalyptus oleosa",116517,1013990,6247215,25,29,0.455875,0.011576,0.014317
"116519","Eucalyptus oleosa",116519,1033990,6247215,25,28.7,0.455875,0.011576,0.014317
"116520","Eucalyptus oleosa",116520,1043990,6247215,26,28.4666666666667,0.455875,0.011576,0.014317
"116521","Eucalyptus oleosa",116521,1053990,6247215,25,28.3,NA,NA,NA
"116537","Eucalyptus oleosa",116537,1213990,6247215,18,30.2,0.062066,0.014456,0.028347
"116538","Eucalyptus oleosa",116538,1223990,6247215,17,30.4,NA,NA,NA
"116546","Eucalyptus oleosa",116546,1303990,6247215,16,30.7,0.025814,0.012677,0.017072
"116767","Eucalyptus oleosa",116767,-856010,6237215,24,24.6,NA,NA,NA
"116773","Eucalyptus oleosa",116773,-796010,6237215,23,24.3,0.035792,0.013075,0.02394
"116782","Eucalyptus oleosa",116782,-706010,6237215,28.25,23.4,0.035792,0.013075,0.02394
"116785","Eucalyptus oleosa",116785,-676010,6237215,30,22.6,NA,NA,NA
"116791","Eucalyptus oleosa",116791,-616010,6237215,31,22.5,NA,NA,NA
"116794","Eucalyptus oleosa",116794,-586010,6237215,29.5,22.6,NA,NA,NA
"116795","Eucalyptus oleosa",116795,-576010,6237215,30.5,22.55,NA,NA,NA
"116907","Eucalyptus oleosa",116907,543990,6237215,61,22.6333333333333,0.254103,0.019651,0.027771
"116910","Eucalyptus oleosa",116910,573990,6237215,54.5,23.05,0.141203125,0.018080535,0.024028458
"116911","Eucalyptus oleosa",116911,583990,6237215,53,23,0.030484,0.01655,0.020412
"116913","Eucalyptus oleosa",116913,603990,6237215,46.2,22.2,0.030484,0.01655,0.020412
"116914","Eucalyptus oleosa",116914,613990,6237215,45,22.2,0.030446295,0.016516259,0.020349363
"116916","Eucalyptus oleosa",116916,633990,6237215,39,22,-22.7761,-22.789984,-22.786274
"116927","Eucalyptus oleosa",116927,743990,6237215,42,24.8,NA,5.677372,5.684208
"116928","Eucalyptus oleosa",116928,753990,6237215,44,25.1,NA,0.019378,0.02621
"116929","Eucalyptus oleosa",116929,763990,6237215,45,25.1,NA,0.019310512,0.02599581
"116930","Eucalyptus oleosa",116930,773990,6237215,45.0769230769231,25.5307692307692,NA,0.0184737590769231,0.0233402354615385
"116931","Eucalyptus oleosa",116931,783990,6237215,45.7333333333333,25.6566666666667,-5248.80619618,0.0185892033333333,0.0256422987166667
"116932","Eucalyptus oleosa",116932,793990,6237215,42.7954545454545,26.0863636363636,100.957426363636,0.0187679376363636,0.0292126806363636
"116933","Eucalyptus oleosa",116933,803990,6237215,42,26.2,0.019999,0.018765,0.029154
"116937","Eucalyptus oleosa",116937,843990,6237215,48,26.1,0.040099,0.022073,0.03559
"116940","Eucalyptus oleosa",116940,873990,6237215,36.2,26.64,0.039088,0.018909,0.023534
"116941","Eucalyptus oleosa",116941,883990,6237215,31.2608695652174,27.0826086956522,0.039088,0.018909,0.023534
"116942","Eucalyptus oleosa",116942,893990,6237215,26.5416666666667,27.4875,0.039088,0.018909,0.023534
"116943","Eucalyptus oleosa",116943,903990,6237215,25,27.65,0.041901947,0.0161844113333333,0.019161444
"116944","Eucalyptus oleosa",116944,913990,6237215,23,28,NA,NA,NA
"116946","Eucalyptus oleosa",116946,933990,6237215,22.6666666666667,28.2,0.044284,0.013878,0.01546
"116948","Eucalyptus oleosa",116948,953990,6237215,25,28.65,0.35820736075,0.01190956975,0.01518992575
"116949","Eucalyptus oleosa",116949,963990,6237215,26,28.7,NA,NA,NA
"116951","Eucalyptus oleosa",116951,983990,6237215,28,29,NA,NA,NA
"116952","Eucalyptus oleosa",116952,993990,6237215,27.25,28.925,NA,NA,NA
"116954","Eucalyptus oleosa",116954,1013990,6237215,26.5,28.85,0.455875,0.011576,0.014317
"116956","Eucalyptus oleosa",116956,1033990,6237215,27,28.5,0.455875,0.011576,0.014317
"116958","Eucalyptus oleosa",116958,1053990,6237215,26,28.2285714285714,NA,NA,NA
"116959","Eucalyptus oleosa",116959,1063990,6237215,26,28.0333333333333,0.062066,0.014456,0.028347
"116970","Eucalyptus oleosa",116970,1173990,6237215,22,29.5,0.062066,0.014456,0.028347
"116973","Eucalyptus oleosa",116973,1203990,6237215,19,30,0.062066,0.014456,0.028347
"116975","Eucalyptus oleosa",116975,1223990,6237215,17,30.3,0.062066,0.014456,0.028347
"116977","Eucalyptus oleosa",116977,1243990,6237215,17,30.4,0.04879331,0.013804668,0.024218963
"116978","Eucalyptus oleosa",116978,1253990,6237215,17,30.5,NA,NA,NA
"116979","Eucalyptus oleosa",116979,1263990,6237215,17,30.4166666666667,0.025814,0.012677,0.017072
"116982","Eucalyptus oleosa",116982,1293990,6237215,16,30.5,0.025814,0.012677,0.017072
"117214","Eucalyptus oleosa",117214,-756010,6227215,29,23.8,0.035792,0.013075,0.02394
"117219","Eucalyptus oleosa",117219,-706010,6227215,30,23.1,0.035792,0.013075,0.02394
"117222","Eucalyptus oleosa",117222,-676010,6227215,30.6,22.5,0.035792,0.013075,0.02394
"117231","Eucalyptus oleosa",117231,-586010,6227215,32.6666666666667,22.1666666666667,NA,NA,NA
"117343","Eucalyptus oleosa",117343,533990,6227215,63,21.8,0.254103,0.019651,0.027771
"117348","Eucalyptus oleosa",117348,583990,6227215,52,22.5,0.030484,0.01655,0.020412
"117350","Eucalyptus oleosa",117350,603990,6227215,48.5,21.925,0.030484,0.01655,0.020412
"117352","Eucalyptus oleosa",117352,623990,6227215,41.7142857142857,21.6571428571429,0.030484,0.01655,0.020412
"117364","Eucalyptus oleosa",117364,743990,6227215,44,24.6,NA,0.019378,0.02621
"117365","Eucalyptus oleosa",117365,753990,6227215,45,24.7,NA,0.019378,0.02621
"117366","Eucalyptus oleosa",117366,763990,6227215,46,24.5,370.3773,0.01987163,0.027104963
"117367","Eucalyptus oleosa",117367,773990,6227215,44.9375,25,NA,0.018474018,0.023341058875
"117368","Eucalyptus oleosa",117368,783990,6227215,46,25.2666666666667,-10046.4755,0.0184738698333333,0.0233210866666667
"117369","Eucalyptus oleosa",117369,793990,6227215,41.9782608695652,25.7478260869565,-1315.97631321739,0.0187267007608696,0.0283889363913043
"117370","Eucalyptus oleosa",117370,803990,6227215,40.75,25.7,0.019999,0.018765,0.029154
"117371","Eucalyptus oleosa",117371,813990,6227215,41,26.5,0.019999,0.018765,0.029154
"117372","Eucalyptus oleosa",117372,823990,6227215,42,26.5,0.019690928,0.018714299,0.0290553563333333
"117377","Eucalyptus oleosa",117377,873990,6227215,36,26.4,0.039088,0.018909,0.023534
"117378","Eucalyptus oleosa",117378,883990,6227215,31.2333333333333,26.72,0.039088,0.018909,0.023534
"117379","Eucalyptus oleosa",117379,893990,6227215,27.2,27.12,0.039088,0.018909,0.023534
"117380","Eucalyptus oleosa",117380,903990,6227215,24.9583333333333,27.5,0.0431168358333333,0.0150081017916667,0.0172736440833333
"117381","Eucalyptus oleosa",117381,913990,6227215,23,27.8,0.044284,0.013878,0.01546
"117382","Eucalyptus oleosa",117382,923990,6227215,23,27.85,0.044284,0.013878,0.01546
"117383","Eucalyptus oleosa",117383,933990,6227215,23,27.9375,0.044284,0.013878,0.01546
"117384","Eucalyptus oleosa",117384,943990,6227215,24,28.1285714285714,0.0423943339142857,0.0137646174285714,0.0158159253142857
"117385","Eucalyptus oleosa",117385,953990,6227215,25,28.25,0.030151,0.01303,0.018122
"117386","Eucalyptus oleosa",117386,963990,6227215,27,28.7,NA,NA,NA
"117387","Eucalyptus oleosa",117387,973990,6227215,28,28.7,NA,NA,NA
"117388","Eucalyptus oleosa",117388,983990,6227215,28,28.8,NA,NA,NA
"117391","Eucalyptus oleosa",117391,1013990,6227215,28,28.5833333333333,0.455875,0.011576,0.014317
"117392","Eucalyptus oleosa",117392,1023990,6227215,27,28.5,0.455875,0.011576,0.014317
"117393","Eucalyptus oleosa",117393,1033990,6227215,27,28.375,0.455875,0.011576,0.014317
"117394","Eucalyptus oleosa",117394,1043990,6227215,27,28.2941176470588,0.051024433,0.016576871,0.035864647
"117395","Eucalyptus oleosa",117395,1053990,6227215,26,28.15,NA,NA,NA
"117396","Eucalyptus oleosa",117396,1063990,6227215,26.6875,27.8,0.062066,0.014456,0.028347
"117397","Eucalyptus oleosa",117397,1073990,6227215,26,27.8,0.062066,0.014456,0.028347
"117404","Eucalyptus oleosa",117404,1143990,6227215,22,29,0.062066,0.014456,0.028347
